epoch,time_s_unc,spacecraft,type,r_x_GSE,r_y_GSE,r_z_GSE,delay_s,ni_up,ni_dw,v_x_GSE_up,v_x_GSE_dw,v_y_GSE_up,v_y_GSE_dw,v_z_GSE_up,v_z_GSE_dw,method,Nx,Ny,Nz,v_sh,ni_up_unc,ni_dw_unc,delay_s_unc,v_x_GSE_up_unc,v_x_GSE_dw_unc,v_y_GSE_up_unc,v_y_GSE_dw_unc,v_z_GSE_up_unc,v_z_GSE_dw_unc,Nx_unc,Ny_unc,Nz_unc,v_sh_unc
2000-02-05    14:49:11.0,16,ace,FF,0.038,0,0.004,0.6,6.5,13.3,-374.5,-397.6,-8.3,-32.5,16.5,19.2,RH08,-0.994,0.114,-0.006,410.1,0.4,1.2,0,0.7,1.8,0.7,3.6,1.8,1.5,0.002,0.014,0.006,1.4
2000-02-05    15:26:28.5,3,wind,FF,90.809,-27.762,5.353,1180.68,5.3,10.1,-376.3,-408.3,-17.5,-36,14.6,17.2,RH08,-0.98,-0.2,-0.006,444,0.1,1.2,21.54,1.4,1.5,0.5,1.6,0.9,1.8,0.002,0.009,0.006,8.1
2000-02-11    02:12:55.0,32,ace,FF,0.038,-0.001,0.004,0.42,3.3,8.9,-414.5,-501.4,4.6,44.3,-25.8,-14,RH08,-1,0.009,-0.028,546.9,0.4,1,0,5.5,13.2,9.6,10.4,8.6,13,0,0.013,0.028,28.5
2000-02-11    02:35:13.5,6,wind,FF,127.635,-5.473,8.709,1557.54,2.5,6.6,-406.3,-477.3,0.2,18.4,-20.2,-5.7,RH08,-0.998,0.061,-0.006,524.7,0.2,1.2,42.599999999999994,4.6,14.4,9.4,18,18,12.6,0.001,0.018,0.006,14.5
2000-02-11    23:18:47.0,16,ace,FF,0.038,-0.002,0.004,0.3,5.5,19.7,-433.5,-569.5,-9.7,-64.3,-11,65.6,RH08,-0.785,-0.41,0.464,568.6,0.3,1.5,0.06,5,7.3,2,9.8,4.9,10.8,0.006,0.008,0.427,7.7
2000-02-11    23:34:13.5,21,wind,FF,131.905,-2.264,9.09,1074.6,5,16.1,-429.7,-582.6,-17.7,-106.8,-8.9,33.9,RH08,-0.865,-0.452,0.218,641.4,0.4,1.4,68.82000000000001,2.7,6.4,2.9,4.6,2.2,9.2,0.017,0.03,0.214,13.2
2000-02-14    06:57:10.0,16,ace,FF,0.038,-0.002,0.004,0.36,3.6,5.6,-573,-619.3,-1.1,-10.2,-25.9,-42.5,RH08,-0.995,0.026,-0.095,700,0.5,0.3,0.06,15.8,14.8,7.8,11.4,34.2,22.7,0.003,0.023,0.095,117.3
2000-02-14    07:13:01.5,6,wind,FF,141.754,5.524,9.95,999.48,2.9,5,-570.5,-616,-17.6,-7.4,-0.5,-46.8,RH08,-0.985,0.06,-0.162,700.7,0.4,0.7,106124.76000000001,8.5,20.6,4.3,8.2,21.1,15.7,0.002,0.012,0.161,593.5
2000-02-20    21:03:46.5,3,wind,FF,161.687,22.227,11.24,2061.66,8.6,18.5,-320.6,-400.7,-20,-42.6,-2.5,-46.3,RH08,-0.923,-0.155,-0.352,474.5,0.5,1.4,175.56,3.1,7.3,0.8,1.6,2.4,14.7,0.005,0.017,0.337,13.4
2000-04-06    16:32:13.5,9,wind,FF,55.066,39.357,-6.06,543.24,5.9,19,-369.9,-561.4,-18.1,-36.4,-22.1,-74.3,RH08,-0.984,-0.078,-0.162,646.9,2.6,2,89.76,7.2,10.8,4.3,9.1,9.9,12.8,0.002,0.009,0.161,97.9
2000-04-17    09:39:10.0,30,ace,FR,0.035,-0.003,-0.002,0.6,8.2,4.6,-430.7,-466.8,4,-4.6,18.5,-11.3,RH08,-0.98,0.026,-0.196,370.1,0.5,0.4,0.06,2.3,5.2,3.2,7.7,2.7,2.9,0.005,0.02,0.193,8.4
2000-04-17    10:16:28.5,3,wind,FR,91.222,0.548,-7.514,1553.58,7.5,4.1,-435.4,-492.7,7.2,-12.3,1.5,-9.2,RH08,-0.953,0.058,-0.296,348.7,0.3,0.1,149.76,1.8,8.2,6.3,1.8,10.4,10.8,0.005,0.009,0.287,8.1
2000-04-24    08:51:58.0,16,ace,FF,0.035,-0.002,-0.003,2.94,5.2,7.7,-470,-516.9,-7.4,16.6,18.6,-14.3,RH08,0.184,0.54,-0.821,2.4,0.5,0.5,96.3,4.7,1.8,3.5,3.2,5.6,11.8,0.039,0.027,0.55,10.3
2000-04-30    05:11:46.5,27,wind,SR,55.488,18.62,-5.65,982.9200000000001,5.5,3.7,-396.9,-413.4,-10.2,0.2,14.3,8,RH08,-0.956,-0.109,0.274,357.7,0.2,0.2,53.22,2.8,2,1.5,3.4,3.8,1.8,0.008,0.025,0.267,6.8
2000-05-23    23:42:19.5,3,wind,FF,46.091,4.32,-3.635,426.24,14.9,32.2,-583.9,-630.1,-22.3,-41.1,-32,-48.4,RH08,-0.983,-0.13,-0.128,674.3,0.7,1.9,12.180000000000001,2.8,5.3,6,3.7,3.5,3.4,0.003,0.014,0.128,7.7
2000-05-30    01:21:14.0,16,ace,FR,0.036,0.005,-0.003,0.6,2.2,1.3,-560.8,-648.6,47.5,-4.4,11.8,19.8,RH08,-0.966,-0.251,0.061,370.3,0.1,0.1,0,13,11.8,15.9,8.5,14.2,9.1,0.004,0.013,0.061,6.2
2000-06-03    08:04:09.0,16,ace,FF,0.036,0.006,-0.002,0.48,11,15.5,-381,-404.5,-36,-48,5.3,10.5,RH08,-0.936,-0.314,0.162,460.9,0.6,0.8,0,1.3,4,1.3,2.9,2,2.5,0.004,0.009,0.161,1.8
2000-06-04    14:23:05.0,16,ace,FF,0.036,0.006,-0.002,0.36,2.6,4.9,-407.1,-521.2,19.7,11.8,-2.3,16.9,RH08,-0.996,-0.061,0.061,648.8,0.2,0.5,0,2.8,2.6,5.8,19.8,3.5,5.5,0.001,0.009,0.061,3.8
2000-06-08    08:41:12.0,16,ace,FF,0.037,0.006,-0.002,0.24,3.8,12.4,-508.7,-753.9,0.6,-5,-39.1,-110.6,RH08,-0.982,0.043,-0.184,873.7,0.4,1.4,0,6.9,14.1,9.9,28.2,8.2,13.3,0.003,0.014,0.182,3.9
2000-06-11    07:17:12.0,16,ace,FF,0.037,0.006,-0.002,0.36,3.2,4.1,-461.1,-501.1,-15,-34.6,-5.5,26.3,RH08,-0.986,0.043,-0.162,598.7,0.4,0.3,1.2,3.4,5.3,5,8.4,2.6,6,0.002,0.009,0.161,242.1
2000-06-23    12:26:47.0,16,ace,FF,0.038,0.006,0,0.36,6.9,17.6,-400.3,-507.3,18,34.6,-12.5,-117.4,RH08,-0.854,0.113,-0.508,592.1,0.5,0.9,0.06,2.5,5.4,4.7,7.4,9.8,2.6,0.009,0.008,0.459,2.3
2000-06-23    12:57:58.5,3,wind,FF,39.134,-46.685,-5.412,381.90000000000003,6.1,15.9,-394.5,-463.6,9.1,1.4,8.9,-95.9,RH08,-0.868,0.008,-0.497,527.6,0.7,4.3,85.08,5.1,17.4,4.4,20.2,11.3,15.7,0.019,0.016,0.451,24.6
2000-07-10    05:57:57.0,16,ace,FF,0.039,0.004,0.002,0.42,6.8,13.6,-403.3,-478.1,-3.3,18.7,6.5,11,RH08,-0.857,0.486,-0.173,491.8,0.7,1.4,0,0.7,6,2.7,3.8,3.9,4.8,0.006,0.01,0.171,4.5
2000-07-11    11:22:45.0,16,ace,FF,0.039,0.004,0.002,0.48,19.8,38.3,-412.4,-465.7,19.7,18.8,-12.5,-11.5,RH08,-0.99,0.113,0.084,518.3,2.3,5,0,4.1,6.9,1,3.2,5.6,10.4,0.001,0.009,0.084,2.8
2000-07-13    09:02:12.0,16,ace,FF,0.039,0.003,0.002,0.36,4.6,10,-507.2,-600.6,18.9,11.3,15.5,39.8,RH08,-0.996,0.061,0.061,688.4,0.6,1.3,0,2.6,7.5,2.4,5.4,5.5,10.6,0.001,0.014,0.061,4.5
2000-07-13    09:19:00.0,16,ace,FF,0.039,0.003,0.002,0.12,9.9,19.6,-600.2,-644.8,10.7,-34.8,40,6.6,RH08,0.043,-0.143,-0.989,9.1,1.3,1.5,10.62,7.6,11,4.9,12,11.9,11.3,0.042,0.013,0.212,25.9
2000-07-13    09:43:49.5,10,wind,FF,-6.567,-57.775,-5.416,-85.32,4.2,10.4,-508.2,-586.7,30.3,11,-1.7,21.5,RH08,-0.996,-0.044,0.084,641.4,0.3,0.6,7.4399999999999995,2.9,10,3.2,9.6,3.6,5.6,0.002,0.009,0.084,13.9
2000-07-13    09:59:10.5,3,wind,FF,-6.531,-57.868,-5.42,-73.02,10.4,18.9,-587.2,-680.8,8.8,-19.9,20.6,-38.3,RH08,-0.961,-0.025,-0.274,788.4,0.5,1.9,10.200000000000001,8.5,2.9,9.2,14.2,7.6,7.9,0.005,0.014,0.267,35
2000-07-19    14:48:35.0,16,ace,FF,0.039,0.002,0.003,0.36,3.1,9.9,-472.9,-564.9,-38.5,-75.9,20.9,84.5,RH08,-0.981,-0.147,0.128,631.6,0.3,1.7,0,5.6,11.9,3.1,11.6,3.4,12.2,0.003,0.014,0.128,2.5
2000-07-19    15:30:22.5,3,wind,FF,11.749,-60.332,-5.575,24.3,2.3,7.4,-471,-578.8,-40.5,-83.7,23.5,72.9,RH08,-0.975,-0.164,0.151,643.3,0.2,0.4,12.54,7.6,6.5,4.2,5.3,5.7,15.7,0.004,0.018,0.15,6.9
2000-07-20    18:42:55.5,110,wind,SF,14.296,-50.235,-4.574,183.9,3.3,5.2,-462.7,-475.4,-18.8,10.1,6.8,-16.4,RH08,-0.996,0.009,-0.084,497.3,0.3,0.3,15.84,3,8.7,2.4,13.1,3.6,10.9,0.001,0.019,0.084,23.9
2000-07-21    07:05:40.5,10,wind,SF,15.165,-44.046,-3.975,1056.42,2.6,3.8,-497.4,-539.7,-6.6,-23.5,-2.4,-24.5,RH08,-0.55,0.747,0.374,275.4,0.1,0.2,108.24000000000001,2.5,5.2,2.8,4.5,3.8,6.5,0.021,0.018,0.356,10.2
2000-07-26    17:54:59.0,16,ace,FF,0.039,0.001,0.003,0.6,11.4,23.3,-356.4,-390.1,3.2,9.4,-9.5,-4,RH08,-0.989,0.043,-0.14,419.8,0.6,0.8,0,1.3,1.2,0.9,2.4,1,2.2,0.002,0.017,0.139,0.8
2000-07-26    19:00:13.5,3,wind,FF,-17.591,-53.307,-5.24,-252.48,13.7,24.9,-359.5,-389.7,4.8,7.7,-11.3,-5.7,RH08,-0.999,0.009,0.05,425,0.5,1.5,15.66,0.4,2.8,0.5,3.9,1.1,2.9,0.001,0.018,0.05,5.6
2000-07-28    05:42:43.0,16,ace,FF,0.039,0,0.003,0.5399999999999999,4.6,20.1,-336.2,-446.6,-4.5,14.7,-19.4,-26.3,RH08,-0.991,-0.131,0.006,474.7,1.6,1.1,0,3.3,4,2.7,4.3,4.9,6.4,0.001,0.009,0.006,14.5
2000-07-28    06:38:46.5,12,wind,FF,-13.633,-61.317,-5.91,-208.8,5.6,15.2,-342.4,-439,4.7,23,-23.8,-19.4,RH08,-0.999,-0.044,0.028,491.4,0.9,1.3,8.76,2,7.6,2.5,3.8,2.8,5.5,0,0,0.028,19.2
2000-07-28    09:09:39.0,16,ace,FF,0.039,0,0.003,0.48,19.4,34.9,-385.2,-433.8,33.4,12.7,46.6,79.8,RH08,-0.963,-0.25,0.106,489.4,1.3,2.6,0,2.6,8.4,4.7,5.9,6.2,5.5,0.004,0.016,0.106,22.8
2000-08-10    05:13:22.5,6,wind,FF,-21.958,-60.85,-5.95,-880.2,6.1,10.4,-360.8,-393,-55,-72.7,15.1,2.7,RH08,-0.723,-0.666,0.184,379.9,0.4,1.3,47.88,3.7,6.7,2.1,0.3,7.8,5,0.013,0.014,0.182,7
2000-08-11    18:10:57.0,16,ace,FF,0.039,-0.003,0.004,0.48,2.1,4.4,-407.3,-510.2,9.3,-25.3,-3.9,-123.9,RH08,-0.772,-0.215,0.598,342.2,0.6,1,0.12,6.1,8.1,5.3,6.2,18.3,5.5,0.021,0.028,0.514,3
2000-08-11    18:49:34.5,6,wind,FF,-15.648,-59.079,-5.58,-208.68,1.6,3.8,-408.4,-507.8,1.9,-33.2,-18.7,-113.4,RH08,-0.933,-0.074,-0.352,605.1,0.5,0.6,86.46000000000001,8.4,10.8,3.6,11.6,18.2,10.5,0.006,0.012,0.337,163.1
2000-09-04    12:43:57.0,48,ace,FF,0.037,-0.006,0.002,0.48,5,10.5,-446.2,-468.4,1.7,36.6,29.9,6.1,RH08,-0.975,0.199,-0.095,492.2,0.3,0.7,0,1.6,2.6,2.2,4.3,1.8,3.7,0.002,0.009,0.095,7.7
2000-09-04    13:13:43.5,18,wind,FF,19.173,-186.157,-10.04,359.88,4.2,8.5,-458.3,-476.8,-7.2,11.6,44.3,43.5,RH08,-0.992,0.043,0.117,498.1,0.2,0.3,36.6,5.1,7.5,4.8,8.9,3.9,7.3,0.001,0.014,0.117,16.9
2000-09-06    16:13:17.0,16,ace,FF,0.037,-0.006,0.002,0.42,9.5,28.5,-389.7,-493.4,-4.9,-22.1,-1.1,0,RH08,-0.995,0.009,0.095,543.8,0.8,1.9,0,1.8,3.1,2,3,2.5,3.2,0.001,0,0.095,1
2000-09-15    04:27:40.5,6,wind,FF,31.74,-230.148,-8.6,672.78,6.6,16.6,-321.9,-368.3,-2.5,11.6,25,70.4,RH08,-0.906,0.056,0.419,409.3,0.3,1.6,79.92,1.9,7.2,2.3,2.4,2.8,3.4,0.005,0.016,0.393,9.1
2000-09-17    16:57:15.0,32,ace,FF,0.036,-0.006,0.001,0.3,10.2,14.1,-589.9,-698.4,-41.2,86.7,57.2,145.6,RH08,-0.77,-0.637,0.017,481.4,0.9,1.3,0.06,6.8,10.4,9.2,22.1,11,13.1,0.006,0.008,0.017,75.6
2000-09-30    10:38:18.0,16,ace,FF,0.036,-0.005,-0.001,0.48,8.8,11.4,-395.8,-416.9,-25.2,-16.6,-15.1,-10.4,RH08,-0.997,-0.079,0.017,499.1,0.5,1.6,0.12,2.7,1.1,1.5,1.5,2.1,1.6,0.001,0.009,0.017,100.2
2000-09-30    11:16:55.5,3,wind,FF,33.46,-252.6,-4.24,486.06000000000006,6.7,10.3,-397.6,-418.9,-4.8,3.8,-22.6,-22.5,RH08,-0.993,0.009,-0.117,457.7,0.4,0.3,37.14,1.8,1.4,1.8,1.8,2.9,3,0.002,0.009,0.117,10.7
2000-10-03    00:08:25.0,16,ace,FF,0.035,-0.005,-0.001,0.48,6.5,15.6,-387,-435.4,-6.9,-24.3,-3.8,-12.1,RH08,-0.97,-0.128,-0.207,463.9,0.3,0.8,0,1.5,1.6,1,5.3,4.5,6.2,0.006,0.023,0.204,3.5
2000-10-03    01:02:25.5,20,wind,FF,32.608,-251.93,-3.418,80.1,7,13.3,-392,-435.7,-1.5,-28,-5.3,-24.2,RH08,-0.893,-0.086,-0.441,457.2,0.3,0.3,47.04,4.2,3.6,4.4,2.7,5.1,5.4,0.007,0.011,0.41,7.9
2000-10-05    02:40:09.0,16,ace,FF,0.035,-0.004,-0.001,0.36,7,16.8,-358.3,-457.7,-35,-54.3,13.8,41.7,RH08,-0.931,-0.156,0.33,525.3,0.3,1.6,0.06,2,3.3,0.6,4.5,0.6,2.4,0.013,0.033,0.317,13.1
2000-10-05    03:28:40.5,3,wind,FF,31.91,-250.616,-2.736,145.32000000000002,7.2,17.1,-362.8,-466.1,-33.4,-41.9,-17.9,19.6,RH08,-0.98,-0.077,0.184,536.9,0.3,1.5,28.38,0.7,5.6,1.2,6,1.1,4.6,0.002,0.009,0.182,19.2
2000-10-12    22:33:52.5,3,wind,FF,31.19,-239.595,-0.11,45.54,4.3,10.1,-327.4,-441.7,-18.7,-52.4,13.8,20.3,RH08,-0.97,-0.111,0.218,524.1,0.3,0.8,35.58,7.1,6.1,2.8,8.6,2.4,18.6,0.003,0.012,0.214,20.1
2000-10-28    06:38:49.5,14,wind,FF,48.632,-182.012,5.11,666.24,3.8,8,-315.5,-365.5,-33,-43.7,-3.2,8.3,RH08,-0.997,-0.026,0.073,413.6,0.4,0.6,42.66,3.5,3.7,1.3,2.8,4.3,4.6,0.001,0.013,0.072,11.7
2000-10-28    09:08:07.0,16,ace,FF,0.035,0,-0.003,0.48,8.9,26.6,-368.9,-428.6,-44.6,-27.2,28.5,50.3,RH08,-0.982,0.095,0.162,459.2,1,1,0,3,2.3,4,4.1,4,3.5,0.003,0.009,0.161,6
2000-10-28    09:30:43.5,6,wind,FF,48.872,-181.339,5.14,1060.9199999999998,9.7,24.5,-360.4,-409.5,-47.7,-24.6,28.2,68.3,RH08,-0.939,0.157,0.307,441.1,1,0.4,107.82,2.6,2.3,2.8,2.2,4.2,3.5,0.004,0.009,0.297,7
2000-10-31    16:30:13.0,32,ace,FF,0.035,0.001,-0.004,0.48,7.1,20.7,-349.7,-437.4,28.1,3.9,4.8,56.9,RH08,-0.994,0.009,0.106,489.8,0.6,2.5,0,3,16.5,4.7,17,5.2,14.5,0.002,0.018,0.106,24.8
2000-10-31    17:09:58.5,3,wind,FF,56.236,-161.479,5.99,632.7,5.4,13.6,-355.3,-420.1,-5.2,-21.8,-10.4,32.9,RH08,-0.988,-0.043,0.151,475.3,0.4,2.6,56.82,2.9,17.2,2.7,15.6,7.4,29,0.003,0.019,0.15,24.9
2000-11-04    01:35:02.0,16,ace,FF,0.034,0.002,-0.004,0.48,13.2,48.4,-357.2,-409.2,-34.4,-55.2,4.7,42.1,RH08,-0.799,-0.207,0.564,387.5,0.7,3.6,0.06,1.1,2.6,2.9,2.7,1.9,3,0.014,0.01,0.495,3.6
2000-11-04    02:25:46.5,3,wind,FF,65.112,-138.223,6.67,446.52,16.3,38,-361.1,-409.7,-32.7,-60.9,10.7,46.8,RH08,-0.925,-0.189,0.33,450.1,0.3,4.3,74.76,0.6,1.5,2.1,4.4,1.7,3.6,0.007,0.021,0.317,9.1
2000-11-06    09:14:45.0,16,ace,FF,0.034,0.002,-0.004,0.3,2.1,5.1,-472.6,-597,-19.7,3.6,20.8,20.1,RH08,-0.951,0.282,-0.128,650.9,0.1,0.4,0,6.8,20.4,18.6,22.4,15.4,12.3,0.006,0.018,0.128,37.3
2000-11-06    09:30:04.5,18,wind,FF,71.816,-120.463,6.99,630.12,2,4.2,-472.7,-566.8,-34,54.1,-2.3,51,RH08,-0.992,-0.078,-0.095,626,0.3,0.4,56.76,11.9,9.4,5.6,15.5,12.1,2.7,0.004,0.041,0.095,21.6
2000-11-08    13:20:20.0,30,ace,FR,0.034,0.003,-0.004,0.5399999999999999,9.9,5,-473.5,-510.7,3.6,-5.6,-56,-22.5,RH08,-0.908,-0.359,0.218,371.1,0.4,0.2,0,1.9,0.8,4.3,1.3,1.8,1.3,0.006,0.013,0.214,5.1
2000-11-08    14:03:25.5,6,wind,FR,78.51,-101.737,7.15,1037.46,24.3,11.4,-486.7,-512.8,28.2,3.6,-24.7,-13.1,RH08,-0.994,-0.026,0.106,456.1,1.5,0.7,38.04,1.1,2.7,1.6,2.5,1.5,2.9,0.002,0.019,0.106,4.3
2000-11-10    06:19:31.5,6,wind,FF,83.622,-86.061,7.15,41.339999999999996,6.8,14.2,-638,-811.7,24.8,73.3,32.3,75.4,RH08,-0.996,0.061,0.061,1000.5,0.7,5.8,3912.12,12.5,61,16.8,34.8,19.9,19.8,0.001,0.01,0.061,8357.7
2000-11-11    04:01:09.0,32,ace,FF,0.034,0.003,-0.004,0.24,1.1,2.7,-749.4,-861.4,1.8,24,-6.1,46.4,RH08,-0.983,0.183,0.028,934.9,0.1,0.3,0,10.2,16.3,16.9,44.3,33.2,14.3,0.004,0.022,0.028,23.1
2000-11-11    04:12:34.5,9,wind,FF,86.302,-77.003,7.1,608.1,1.1,2.3,-800.4,-894.9,-10.3,37.8,-55.9,91.5,RH08,-0.993,0.096,-0.061,975.6,0.1,0.4,56.58,23.4,37.2,21.7,39.9,16.1,32.8,0.002,0.023,0.061,85
2000-11-26    05:00:02.0,32,ace,FF,0.035,0.006,-0.003,0.48,5.9,10.5,-371.5,-423.8,-43.4,-58.9,-43.3,-26.5,RH08,-0.982,-0.043,0.184,483.1,0.5,1.1,0,2.3,3.3,2.1,4.2,3.5,4.7,0.003,0.011,0.182,25.7
2000-11-26    05:32:10.5,3,wind,FF,76.832,94.997,-0.71,866.9399999999999,5.9,10.1,-375.8,-423.3,-27.7,-41.2,-39.8,-27.3,RH08,-0.952,0.109,0.285,459.5,0.4,0.5,67.02,1.6,2.1,1.4,3.2,2.4,3.1,0.005,0.009,0.277,13.2
2000-11-26    11:24:02.0,16,ace,FF,0.035,0.006,-0.003,0.36,8.8,21.9,-463.9,-567.1,24.9,-28.7,-24.8,-58.1,RH08,-0.983,-0.06,0.173,610.6,0.7,4,0,3.1,7.2,3.5,25.2,5.9,17.4,0.004,0.026,0.171,31.5
2000-11-26    11:43:28.5,6,wind,FF,75.834,97.451,-0.91,1459.68,7.6,18.6,-475.1,-576.6,27.4,-26.8,-15.9,-69.5,RH08,-0.723,-0.689,0.061,509.7,1,1.8,79.80000000000001,7.8,17,3.9,11,6.9,29.8,0.016,0.017,0.061,29.1
2000-11-28    04:57:22.0,16,ace,FF,0.035,0.006,-0.002,0.36,7.4,12.8,-525.1,-567.3,15.7,27.9,4.3,-36,RH08,-0.965,0.076,-0.251,627.8,0.9,0.3,0,2.9,5.8,2,3.9,4.2,4.6,0.004,0.013,0.246,22.6
2000-11-28    05:25:58.5,6,wind,FF,68.984,113.217,-2.25,596.88,5.3,11,-525.2,-569,19.3,39.4,6.2,-34.8,RH08,-0.956,0.075,-0.285,603.8,0.4,1,52.38,2.4,5.1,2.4,6,2.9,5.8,0.004,0.007,0.277,21
2000-11-29    03:06:58.0,16,ace,FF,0.035,0.006,-0.002,0.36,6.2,11.7,-536.1,-573.8,-24.7,9.3,-21.6,-25,RH08,-0.998,0.044,0.039,616.1,0.7,1.3,0,2.2,8.7,2.7,5.2,3,3.8,0.001,0.013,0.039,27.9
2000-12-03    03:20:49.0,16,ace,FF,0.036,0.006,-0.002,0.48,3.6,5.5,-380.5,-433.9,-18.6,-20.6,5.2,-13.7,RH08,-0.824,0.123,0.553,410.4,0.2,0.6,0.06,2.5,9.8,1.6,9.8,6.9,15.9,0.008,0.022,0.488,24.1
2000-12-03    03:59:16.5,3,wind,FF,50.022,150.957,-5.81,-106.32,3.2,5.2,-373.4,-432,-18.5,-19.5,22.4,5.9,RH09,-0.91,0.36,0.207,471.6,0.2,0.3,123.06,1.7,2.8,0.8,1.9,2.6,7.9,0.027,0.061,0.204,20
2000-12-22    19:39:07.5,9,wind,FF,10.07,234.576,-15.103,-83.04,17.6,27.5,-284.8,-301.4,6.6,10.2,5.8,-2.1,RH08,-0.965,0.076,0.251,314.3,0.6,0.8,122.82000000000001,1.4,3.2,0.7,1.8,1.9,4.4,0.01,0.021,0.246,5.4
2001-01-02    13:03:04.5,3,wind,FF,4.17,251.97,-17.453,1166.04,9.5,11.3,-269.3,-283.8,-5.6,-17.7,-6.8,8.6,MX3,-0.664,-0.203,0.72,335.9,0.3,0.6,631.86,0.2,0.6,1,0.7,1.6,1.3,0.044,0.08,0.558,87.2
2001-01-04    01:14:31.5,10,wind,FF,3.51,252.58,-17.602,-139.02,8.2,13.7,-362.9,-400.6,-3.9,4.9,-6,-22.8,RH08,-0.991,0.043,-0.128,454.8,0.4,0.3,124.26,2.5,1.4,0.7,1.1,1.5,2.1,0.005,0.035,0.128,9.1
2001-01-10    15:19:41.0,16,ace,FF,0.038,0.002,0.003,0.6,5.2,15.3,-346,-381.7,-15.7,-21.7,-33.2,-36,RH08,-0.998,-0.026,-0.05,401.2,0.3,1,0,2.2,5.1,1.5,2.4,1.3,2.3,0.001,0.01,0.05,6.5
2001-01-10    16:09:10.5,12,wind,FF,1.092,249.962,-17.7,670.6800000000001,5.8,10.8,-336.3,-366.1,-21,-32.5,-25.5,-32.5,RH08,-0.986,-0.166,0.006,400.4,0.3,0.8,63.419999999999995,2.8,3,2.1,3.6,2.5,1.9,0.003,0.017,0.006,7.7
2001-01-13    01:42:21.0,16,ace,FF,0.038,0.002,0.003,0.48,1,5.2,-355.5,-411.1,-13.4,-50.5,-42.5,68,RH08,-0.903,-0.135,0.408,426.5,0.1,0.6,0.06,4.7,10.5,4.4,7.1,8.3,10.7,0.011,0.002,0.384,10.9
2001-01-13    02:25:37.5,3,wind,FF,0.33,247.089,-17.53,907.5,1.5,4.2,-312.1,-383.6,-33,-87.2,-16.3,59.7,RH09,-0.72,-0.2,0.665,394,0.2,0.6,269.46,3.7,7.7,3.3,10,2.3,18,0.049,0.06,0.543,24.6
2001-01-17    04:07:52.5,3,wind,FF,-1.32,240.364,-17.03,788.9399999999999,9.4,13.6,-326.6,-343,-2.2,-12.2,-15.8,-20.8,RH08,-0.967,-0.215,-0.14,379.2,0.5,0.4,71.94,1.8,2,1.6,1.5,1.3,1.2,0.003,0.013,0.139,5.6
2001-01-17    15:31:41.0,16,ace,FF,0.038,0.001,0.003,0.5399999999999999,12.5,25.1,-370.3,-409.1,10.1,-1.8,-3.8,-21.7,RH08,-0.959,-0.076,-0.274,440.9,0.2,0.9,0,1.4,1.2,1,2.4,1.1,0.6,0.002,0.01,0.267,4.2
2001-01-17    16:22:01.5,3,wind,FF,-1.6,239.361,-16.95,612.4200000000001,12.6,23,-373.9,-407.8,3.5,-3.9,3.5,-12.1,RH08,-0.914,-0.203,-0.352,422.6,0.3,1.1,143.94,1.4,3.3,2.2,4.8,0.8,4.2,0.008,0.016,0.337,6.8
2001-01-23    10:06:20.0,16,ace,FF,0.038,-0.001,0.004,0.42,2.7,13,-417.4,-547.7,18,7.7,7.3,-12.9,RH08,-0.995,0.009,-0.095,582.4,0.4,0.6,0,4.8,11.9,5.8,10.5,4.7,9.5,0.001,0.009,0.095,16.6
2001-01-23    10:49:37.5,3,wind,FF,-6.581,225.258,-15.73,53.160000000000004,2.9,9.2,-413.2,-555.8,22,30.9,20.1,-2.6,RH08,-0.991,-0.061,-0.117,615.3,0.5,0.8,43.92,3.1,10.3,9.5,4.1,6.5,7.5,0.002,0.016,0.117,18.5
2001-01-31    07:22:18.0,16,ace,FF,0.038,-0.002,0.004,0.48,4.3,17,-370.6,-413.3,20.4,90.1,-18,11.8,RH08,-0.801,0.553,0.229,410.1,0.8,2.6,0.06,2.4,7.4,4.8,5.5,5.2,10.9,0.006,0.008,0.225,11.4
2001-01-31    08:35:19.5,6,wind,FF,-20.919,196.093,-12.89,-1318.08,6.7,15,-350.7,-418.8,16.6,78.5,4.4,51.6,RH08,-0.837,0.437,0.33,485,0.6,1.3,178.98000000000002,3.2,3.9,2.2,9.6,2.6,2.8,0.018,0.03,0.317,16.1
2001-02-13    04:28:34.5,12,wind,FF,-63.35,113.808,-4.807,-611.4,3.9,5.8,-463.3,-519.4,0.9,-17.2,-32.9,-65.6,RH08,-0.978,0.026,-0.207,658.2,0.6,0.5,335.7,8.8,14.7,5.1,11.4,4.3,20.2,0.003,0.013,0.204,179.9
2001-03-03    10:39:19.0,16,ace,FF,0.036,-0.006,0.002,0.42,4,7.6,-444.6,-504.9,25.7,21.2,12.2,19.7,RH08,-0.963,0.214,0.162,559.9,0.3,0.8,0,4.2,9.9,1.8,11.6,3,10.2,0.004,0.013,0.161,32.1
2001-03-03    11:29:16.5,6,wind,FF,-71.868,-92.401,7.724,-586.86,3.1,6.4,-445.7,-501.8,2.2,29.8,5.5,35.7,RH08,-0.974,0.217,0.061,553.6,0.3,0.4,31.560000000000002,3.7,2.8,4.4,9.5,5.7,4.6,0.005,0.022,0.061,14.4
