epoch,time_s_unc,spacecraft,type,r_x_GSE,r_y_GSE,r_z_GSE,delay_s,ni_up,ni_dw,v_x_GSE_up,v_x_GSE_dw,v_y_GSE_up,v_y_GSE_dw,v_z_GSE_up,v_z_GSE_dw,method,Nx,Ny,Nz,v_sh,ni_up_unc,ni_dw_unc,delay_s_unc,v_x_GSE_up_unc,v_x_GSE_dw_unc,v_y_GSE_up_unc,v_y_GSE_dw_unc,v_z_GSE_up_unc,v_z_GSE_dw_unc,Nx_unc,Ny_unc,Nz_unc,v_sh_unc
1998-05-01    21:21:25.5,3,wind,FF,215.91,3.967,25.927,2179.2599999999998,4.6,13.5,-461.4,-569.2,9,-35.7,-30.7,-75.1,RH08,-0.998,-0.044,-0.05,630.7,0.4,2.4,62.94,5,9.9,10.9,9.3,8.5,18.3,0.002,0.02,0.05,18
1998-05-01    21:22:29.0,16,ace,FF,0.036,-0.005,-0.002,0.3,5.3,15.4,-496.2,-566,18.7,-43.2,-35.6,-61.6,RH08,-0.767,-0.635,-0.095,518.4,0.3,1.4,0,1.3,4.9,3.9,7.3,2.8,4.8,0.008,0.01,0.095,1.1
1998-05-03    17:00:20.0,30,ace,FF,0.036,-0.005,-0.003,0.42,4.2,12.8,-429.1,-481.5,1.1,22.2,11.7,-21.9,RH08,-0.983,0.06,-0.173,507,0.9,0.9,0,1.6,4.5,2.8,4.6,6.4,5.5,0.002,0.018,0.171,12.9
1998-05-03    17:02:19.5,3,wind,FF,214.628,6.192,26.87,2702.94,3.8,12,-432.8,-477.7,9.7,32.8,-4.9,-37.9,RH08,-0.972,0.111,-0.207,499.6,0.4,1.5,101.94,2.5,4.8,1.8,3,3.9,2.4,0.003,0.014,0.204,11.1
1998-05-08    09:21:24.0,16,ace,FF,0.035,-0.004,-0.003,0.36,5.7,9.8,-531.7,-596.2,44,51,-4.5,-1.5,RH08,-0.984,0.165,-0.073,682.3,0.5,0.8,0,3.5,8.7,5.8,24.2,16.3,27.4,0.004,0.023,0.072,24.4
1998-05-15    13:53:46.5,3,wind,FF,205.715,19.885,29.615,3081.1800000000003,12.3,25.8,-311.7,-352,-17.6,-35.9,-16.8,-29.9,RH08,-0.744,-0.661,-0.095,328.5,0.1,0.6,41.160000000000004,0.8,1.3,0.1,1.2,0.5,2,0.006,0.007,0.095,2.1
1998-05-15    13:57:23.0,16,ace,FF,0.035,-0.003,-0.003,0.5399999999999999,9.4,34.7,-306.5,-350,-24,-40.8,-11,-9.7,RH08,-0.93,-0.367,0.006,357.9,0.3,1.1,0,1.1,1.2,0.9,0.6,1.2,0.8,0.013,0.032,0.006,1.7
1998-05-29    15:03:29.0,16,ace,FF,0.035,0,-0.004,0.36,8.7,15.8,-526.5,-610.3,-22.9,73.9,0.2,26,RH08,-0.951,-0.264,-0.162,609.7,0.6,0.9,0,5.2,12.8,3.9,2.5,9.2,7.4,0.003,0.01,0.161,3.5
1998-05-29    15:12:04.5,3,wind,FF,188.8,39.63,24.34,1724.28,7.7,15.9,-525.8,-606.2,-12.9,69.2,-6.5,48.5,RH08,-1,0.026,-0.006,692.5,0.5,0.9,74.28,5.1,14.7,3.3,18.4,6.6,9.7,0,0.012,0.006,29
1998-06-02    10:28:55.5,3,wind,SR,180.762,44.884,21.4,2854.44,12.9,5.4,-405.7,-417.6,-28.4,-10.9,-29.6,-9.9,RH08,-0.88,0.101,-0.464,365.8,0.7,0.4,321.96,1.1,2.9,2.8,6.1,2.9,3.8,0.002,0.015,0.427,3
1998-06-13    18:55:43.0,16,ace,FF,0.035,0.003,-0.003,0.5399999999999999,3.9,17.2,-307.5,-377.4,-6.2,27.6,4.4,-44.2,RH08,-0.947,0.318,0.039,386.9,0.7,2.5,0,5.7,5.4,2.2,2.1,5.6,4.5,0.004,0.012,0.039,9.3
1998-06-13    19:18:10.5,3,wind,FF,145.347,57.986,16.004,858.48,3.7,12.9,-316,-364.7,-4.4,36.8,-2,-44.2,MX2,-0.524,0.821,-0.226,257.7,0.4,1.4,139.2,2.5,1.2,1.5,2.5,1.2,4,0.032,0.022,0.222,8
1998-06-25    15:43:10.0,16,ace,FF,0.036,0.005,-0.001,0.48,13.1,22.6,-395.7,-417.8,-11.8,-35.2,-12.2,-13.5,RH08,-0.564,-0.825,-0.028,307.2,1.1,1.7,0,1.3,4.8,1.9,4.7,1.2,2.5,0.012,0.008,0.028,19.1
1998-07-05    03:15:58.0,60,ace,FF,0.036,0.006,0,0.36,6.1,10.2,-441.7,-510.3,-11.1,-27.8,-39.6,-8.8,RH08,-0.844,0.404,-0.352,484.6,0.5,0.9,0.06,3.1,8.9,5.4,5,4.4,8.2,0.018,0.03,0.337,2.4
1998-07-31    09:15:07.0,16,ace,FF,0.038,0.005,0.003,0.5399999999999999,6.2,10.1,-410.8,-436.3,8.4,2.4,2,-33.6,RH08,-0.742,0.531,0.408,313,0.7,1,0.06,1.8,3.1,1.9,1,1.6,3.2,0.007,0.008,0.384,0.6
1998-08-06    06:44:10.0,16,ace,FF,0.038,0.004,0.003,0.5399999999999999,12.1,27.6,-370.3,-417.6,-9.5,-8.1,-6.3,9.2,RH08,-0.993,0.114,0.017,451.2,1,1,0,2.6,2.4,1.6,1.4,3.2,1.6,0.001,0.01,0.017,0.7
1998-08-06    07:16:07.5,3,wind,FF,92.107,8.716,-3.01,1196.46,10.9,20,-371.8,-423.3,-21.1,-16.3,-2.9,19.1,RH08,-0.977,-0.112,0.184,478.8,1,2.4,101.52,1.9,6.6,2.1,2.6,3.6,4.5,0.002,0.009,0.182,36.5
1998-08-10    00:06:34.0,16,ace,FF,0.038,0.004,0.003,0.24,4.8,9.7,-402.9,-432,8.6,-10.8,-1,64.4,RH08,-0.394,-0.189,0.899,305.2,0.6,0.8,0.18,1.6,5.6,4.2,5.1,7.7,1.8,0.018,0.015,0.489,23.2
1998-08-10    00:31:16.5,6,wind,FF,77.715,19.608,-2.18,-33.12,3.4,3.3,-395.3,-437.7,3.7,-49.2,7.3,60.2,MX2,0.705,0.358,-0.612,905.5,0.1,0.1,25583.94,1.7,6.6,3.1,11.6,7.1,9.7,0.061,0.052,0.521,6394.3
1998-08-15    11:58:01.0,60,ace,SF,0.039,0.003,0.004,0.6,2.8,5.6,-373.5,-410,12.4,29.6,-22.9,-8.8,RH08,-0.961,-0.231,-0.151,417.1,0.2,0.4,0,4.4,1.5,2.8,3.5,2.6,2.8,0.002,0,0.15,6.8
1998-08-19    18:40:40.5,3,wind,FF,53.925,-37.036,-3.234,681.6600000000001,7.8,17.9,-275.6,-312.9,-6.4,-35,1,-2.5,RH08,-0.924,-0.328,-0.196,334.7,0.3,0.6,39,2.2,4.1,2.3,3.5,1.7,1.1,0.005,0.013,0.193,6.2
1998-08-22    02:11:16.5,3,wind,FF,82.211,-32.762,-5.259,894.96,18.9,28.7,-294.5,-306,-15.1,-29.7,-12.4,-16.5,RH08,-0.787,-0.606,-0.117,295.8,0.2,0.4,27.540000000000003,0.7,0.5,1,0.7,0.7,0.5,0.006,0.008,0.117,2.7
1998-08-26    06:20:55.0,16,ace,FF,0.039,0.001,0.004,0.36,4.9,15.4,-449.7,-601.4,23.6,-23.6,-25.2,-152.8,RH08,-0.924,-0.073,-0.374,707.8,0.6,1,0,2.7,12.1,3.4,6.1,3.3,20.9,0.007,0.018,0.356,22.4
1998-08-26    06:40:28.5,9,wind,FF,117.05,-21.57,-7.61,796.56,4.9,14,-463.5,-622.6,-2.3,-3.8,23.4,-182,RH09,-0.822,0.138,-0.553,747.2,0.4,0.7,178.26,4.4,17.1,2.5,7.6,4.4,14.5,0.04,0.07,0.488,25.5
1998-09-24    23:13:24.0,16,ace,FF,0.038,-0.005,0.002,0.3,9.9,21,-435.6,-598.6,25.6,-23.7,17.3,-47.2,RH08,-0.936,-0.191,-0.296,744.8,0.8,2.2,0,6.5,10.9,4.6,6.5,10.6,5.4,0.003,0.009,0.287,3.8
1998-09-24    23:20:37.5,6,wind,FF,183.44,14.7,-5.84,1378.02,7.7,16.9,-434.8,-620.1,19,-37.1,20.8,-67.1,RH09,-0.939,-0.175,-0.296,780,0.5,2.4,208.92000000000002,2.8,19.3,2,18.2,5.8,14.3,0.024,0.07,0.287,95.5
1998-10-02    06:53:07.0,16,ace,FF,0.037,-0.006,0.001,0.24,3.7,7.9,-505.7,-685.2,5.4,98.8,15.1,-14.5,RH08,-0.573,0.698,0.43,598.3,0.5,0.8,0.06,13,14.6,7.5,7.6,8.2,8.6,0.015,0.013,0.401,6.6
1998-10-02    07:06:04.5,3,wind,FF,173.239,17.84,-2.205,1111.44,2.8,7.7,-514.6,-699,3.2,85.9,-3.9,-17.1,RH08,-0.679,0.603,0.419,620.3,1.1,1.1,203.82,13.7,11.4,10.9,17.8,5.9,20,0.017,0.018,0.393,77
1998-10-18    19:00:49.0,16,ace,FF,0.036,-0.006,-0.001,0.5399999999999999,17.8,44.9,-319.9,-352.9,9.8,5.1,-1.8,-41.1,RH08,-0.824,-0.051,-0.564,347,1.3,4.5,0.12,0.9,1.6,1.4,1.6,1.6,1.4,0.006,0.007,0.495,0.6
1998-10-23    12:33:52.0,32,ace,FF,0.036,-0.006,-0.001,0.48,3.6,9.1,-491.9,-543.2,6.6,37.1,10.9,-35.6,RH08,-0.423,-0.534,0.732,165,0.3,0.4,0.12,3.9,3.8,5.7,5.1,4.3,4.1,0.016,0.015,0.56,5.1
1998-10-23    12:58:22.5,6,wind,FF,47.993,33.636,6.002,423.42,2.6,5.6,-489.9,-541.2,28.6,48.2,3.8,-48.1,RH09,-0.917,0.187,-0.352,584.6,0.1,0.5,40.980000000000004,4.3,2.9,6.6,13.2,11.1,5.9,0.028,0.069,0.337,7.9
1998-11-07    07:36:30.0,16,ace,FF,0.035,-0.004,-0.003,0.42,6.1,11,-416.2,-460.2,16.2,-12.4,-25.2,-32.4,RH08,-0.986,0.13,-0.106,508.8,0.6,1.9,0,5.9,12.8,6.2,5.6,6,17.8,0.003,0.013,0.106,22.9
1998-11-08    04:21:18.0,16,ace,FF,0.035,-0.004,-0.003,0.3,5.3,11.8,-457.8,-602.4,10,29.6,5.5,-27.3,RH08,-0.783,0.358,-0.508,611.6,0.6,2.4,0.06,12.8,9.3,4.9,10.3,11,14.6,0.007,0.007,0.459,58.4
1998-11-08    04:41:16.5,3,wind,FF,76.834,13.945,8.13,585.96,4.4,9.5,-451.7,-618.1,12.2,32.6,-12.1,-37.1,RH08,-0.795,0.363,-0.486,644.5,0.7,1,94.86,4,6.6,4.3,11.5,14.3,16.2,0.012,0.016,0.444,64.3
1998-11-12    06:31:25.0,16,ace,FF,0.035,-0.003,-0.003,0.5399999999999999,5.6,9.6,-344.2,-363.3,-10.8,-15.6,-16.1,-14.3,RH08,-0.993,-0.096,-0.073,390.4,1,1.4,0.06,3.6,2.7,3.5,2,3.7,5.9,0.002,0.013,0.072,24.5
1998-11-12    07:18:25.5,9,wind,FF,34.999,16.204,2.968,524.6999999999999,4,7.7,-337.3,-372.6,-14,-19.4,-13.9,-21.1,RH08,-0.995,0.096,-0.006,407.4,0.6,0.5,17.52,3.1,6.7,4.3,3.3,11,4.5,0.001,0.014,0.006,12.7
1998-12-21    22:50:01.0,24,ace,FF,0.035,0.005,-0.002,0.5399999999999999,12.7,20,-355.1,-381.3,13.2,-2.5,51.5,10.7,RH08,-0.994,-0.061,-0.095,430.8,0.8,1.1,0,2.1,1.3,6.3,6.1,4.1,5,0.002,0.019,0.095,1.7
1998-12-26    09:56:37.5,15,wind,FF,50.933,-53.083,-21.861,483.00000000000006,5.9,9.2,-464.3,-476.5,4.9,20.7,-23.6,-60.1,RH09,-0.794,0.162,-0.587,483.7,0.1,0.4,232.32,1.4,2.9,2.4,2.9,4.3,6.5,0.043,0.068,0.508,18.8
1998-12-28    17:33:44.0,16,ace,FF,0.035,0.006,-0.001,0.5399999999999999,10.3,15,-382.9,-399.6,-9.5,-40.6,20.9,15.4,RH08,-0.957,0.143,0.251,405.1,0.6,0.5,0,6.8,3.2,6.3,4.9,2.7,2.5,0.003,0.02,0.246,1.7
1998-12-28    18:20:16.5,3,wind,FF,45.099,-36.822,-28.327,496.43999999999994,6.9,12.1,-361.5,-408.5,-29,-37.4,8.7,23,RH08,-0.986,-0.13,-0.106,465.2,0.9,1,57.66,11.7,8.6,8.1,6.5,11,4.7,0.002,0.009,0.106,30.2
1999-01-13    10:47:58.5,18,wind,FF,28.68,-59.396,-21.231,439.5,9.7,20.3,-345.8,-389.3,-19.3,-17.6,-13.1,3.9,RH08,-0.988,-0.026,0.151,433.1,1.1,1.8,45.12,7.1,10.6,4.6,3.7,4.4,6.9,0.003,0.014,0.15,22.4
1999-01-22    20:21:46.5,12,wind,FF,-10.572,-63.408,8.026,91.2,2.9,4.6,-514.7,-605.1,32.2,-13.2,7.8,11.9,RH08,-0.936,0.278,-0.218,668.9,0.1,0.7,34.32,7,17.1,14.5,11.8,12.8,25.9,0.007,0.016,0.214,146.5
1999-02-11    07:48:35.0,16,ace,FF,0.038,0.001,0.004,0.5399999999999999,12.5,24.7,-374.9,-402.7,-0.3,-4.7,-5.7,-3.2,RH08,-0.997,-0.079,0.028,430.3,0.8,1,0,1.7,1.9,1.3,1.2,1,2.4,0.001,0.009,0.028,4.3
1999-02-17    06:23:46.0,16,ace,FF,0.038,0,0.004,0.42,7.7,12.1,-460.2,-497.3,-15,-13.9,-12.8,-11.3,RH08,-0.992,-0.061,-0.106,567.8,0.5,1.4,0,3.1,3.7,2.7,5.3,7.8,8.1,0.002,0.009,0.106,25.6
1999-02-17    07:12:13.5,3,wind,FF,-13.007,-66.816,-22.072,-156,6.1,9.9,-465.1,-502.8,-16.5,-23.4,-1.6,-4.9,RH08,-0.994,0.026,-0.106,560.2,0.4,0.6,27.240000000000002,3.4,4,14.8,3.1,4.6,4.3,0.002,0.014,0.106,17.8
1999-02-18    02:08:50.0,16,ace,FF,0.038,0,0.004,0.36,3.9,10.6,-395.8,-591.1,-19.5,-54.3,-47.4,-68.6,RH08,-0.995,-0.061,-0.073,718.5,0.6,1,0,5.9,8.3,3.8,7.1,7.2,13.8,0.003,0.035,0.072,3.7
1999-02-18    02:48:19.5,9,wind,FF,-9.187,-61.526,-23.811,-90.72,3.3,10.9,-390.6,-604.6,-23.2,-36.3,-65.5,-102.1,RH08,-0.989,0.043,-0.14,699,0.4,0.7,29.58,17.8,6.1,10.3,10,18.5,18.9,0.003,0.017,0.139,19.7
1999-02-28    21:42:52.5,3,wind,FF,-49.27,-58.069,-0.185,-718.98,13.3,20.2,-368.7,-390.7,-5.5,-3,2.5,-11.5,RH08,-0.992,-0.009,-0.128,434.7,0.5,0.9,25.08,1.9,1.7,1.7,1.1,2.1,1.5,0.002,0.01,0.128,12.3
1999-03-10    00:40:15.0,16,ace,FF,0.038,-0.004,0.003,0.42,10.3,15.9,-411.2,-459.2,-7.8,-1.7,-23.6,-2.2,RH08,-0.993,-0.009,0.117,558.5,0.4,1.4,0,2.1,3.4,2.3,4.5,2.3,5.8,0.001,0.009,0.117,3.1
1999-03-10    01:33:01.5,3,wind,FF,-8.254,-33.909,-22.358,-100.5,7.2,13,-411.6,-456.9,-6.2,-11.3,-23.3,-15.2,RH08,-0.996,-0.044,0.073,509.3,0.2,0.7,22.32,1.7,4.8,2.8,4.2,2,3.2,0.001,0.014,0.072,15.4
1999-04-16    10:35:39.0,32,ace,FF,0.036,-0.005,-0.001,0.48,4.7,9.3,-374.6,-427.7,-25.9,-6.2,20.1,51,RH08,-0.991,0.043,0.128,497,1.4,0.9,0.06,7.6,6.7,2.9,6.4,2.3,5.5,0.002,0.014,0.128,44.5
1999-04-16    11:14:01.5,15,wind,FF,53.527,-4.398,-16.139,731.7,4,8.3,-382.6,-436.1,-32.1,-13.4,13.4,31.7,RH09,-0.957,0.178,0.229,479.8,0.5,0.6,35.04,4.1,3.4,1.6,4.9,6.4,20.3,0.02,0.07,0.225,14.5
1999-05-05    14:59:20.0,16,ace,FF,0.035,-0.003,-0.003,0.42,4.8,15,-377.6,-427.1,-29.6,-65,18,42.9,RH08,-0.797,-0.49,0.352,419,0.3,0.9,0.06,0.9,2.1,1.3,4.4,1,2.4,0.006,0.008,0.337,5.1
1999-05-18    00:03:35.0,16,ace,FF,0.035,0,-0.004,0.48,8.3,28.1,-340.9,-411.5,-16.5,-28.4,18.5,18.6,RH08,-0.992,-0.043,0.117,441.3,0.6,1.3,0,1.1,2.7,1.6,1.8,1.7,1.8,0.001,0.01,0.117,0.6
1999-05-18    00:32:40.5,6,wind,FF,104.586,-31.353,-9.47,1530.0600000000002,8,23.2,-341.3,-408.5,-17.4,-22,9.8,11.8,RH08,-0.999,0.044,0.006,442.4,0.5,0.9,12.959999999999999,0.6,1.7,1.2,1.7,2.3,2.3,0,0,0.006,3.8
1999-05-25    09:48:53.0,32,ace,FR,0.035,0.002,-0.004,0.5399999999999999,5.1,2.3,-498.2,-573.5,40.4,21,17.5,-24.9,RH08,-0.984,0.043,-0.173,418.5,0.3,0.1,0,3,2.4,6.8,3,5.6,6.2,0.006,0.034,0.171,11.3
1999-05-25    10:08:43.5,8,wind,FR,150.78,-23.613,-11.76,2088.66,4.9,2,-512.3,-582.6,56.8,24.5,34.4,-32.8,RH08,-0.986,-0.043,-0.162,441.2,0.6,0.3,146.58,6.3,4.5,6.3,5.8,3.8,9.1,0.002,0.012,0.161,24.2
1999-06-26    02:31:43.5,9,wind,FF,209.46,-22.2,-3.574,3153.42,20,38.6,-314.1,-349.8,-0.1,-11.5,-1.6,-0.6,RH08,-0.948,-0.318,-0.028,376.4,0.9,2.1,47.46,1.7,0.8,1.1,1.9,1.5,1.2,0.003,0.008,0.028,5.4
1999-06-26    19:30:58.5,9,wind,FF,209.44,-22.31,-3.24,2847,15.6,33.9,-331.4,-412.9,-22.7,-14.1,-23.9,-48.5,RH08,-0.987,0.095,0.128,467.2,1,1.6,78.3,2,2.6,3.5,6.1,4.6,3.8,0.002,0.013,0.128,9.7
1999-07-02    00:27:22.5,3,wind,FF,208.5,-22.64,-0.75,2096.1000000000004,1.3,4,-464,-590.8,24.4,0.8,24,-98.4,RH08,-0.972,0.234,0.017,635.9,0,0.5,126.53999999999999,5.1,23.9,7,19.9,5.1,30,0.007,0.03,0.017,36
1999-07-06    14:24:55.5,3,wind,FF,206.45,-21.64,1.47,2733.66,2.9,5.7,-339.3,-401.4,-3.7,-27.1,22.5,45.1,RH08,-0.997,-0.044,0.061,475.7,0.2,0.4,119.52,2.7,7.7,7,6.7,2.7,6.2,0.001,0.017,0.061,20.8
1999-07-26    23:33:02.0,16,ace,FF,0.039,0.004,0.003,0.48,2.7,3.9,-397.1,-431.1,11.1,-11.1,-8.3,27.5,RH08,-0.916,0.399,-0.039,437.6,0.1,0.3,0,2.4,9,4.5,9.5,4.7,10.5,0.007,0.016,0.039,2.6
1999-07-26    23:50:16.5,3,wind,FF,169.605,1.332,9.72,2247.12,2.3,3.8,-396,-428.6,16.7,-14.3,-22.3,31.7,RH08,-0.883,0.404,0.24,426.8,0.2,0.3,159.42000000000002,7.3,5.7,10.8,7.4,9.6,10.1,0.016,0.03,0.235,8.8
1999-08-04    01:15:57.0,16,ace,FF,0.039,0.002,0.003,0.6,5.8,19.8,-329.2,-379,-14.5,-31.6,-4.3,-21,RH08,-0.981,-0.182,-0.061,400.1,0.4,1.3,0,2,4,2.9,1.4,2.4,4.9,0.002,0.009,0.061,0.6
1999-08-04    01:44:37.5,3,wind,FF,137.289,19.445,9.142,2031,8.7,16.7,-336.3,-375.1,-14.6,-31.1,-1.2,-25.2,RH08,-0.952,-0.109,-0.285,418.1,0.2,0.6,126.6,2.8,2.6,1.8,3.4,2.2,6.9,0.004,0.013,0.277,6.9
1999-08-08    17:44:45.0,16,ace,FF,0.039,0.001,0.004,0.5399999999999999,1.7,2.8,-370.9,-397.6,-6.7,-32.5,2,-3.1,RH08,-0.995,-0.061,0.073,439.7,0.2,0.2,0,1.9,4.3,5.2,5,3.3,5.1,0.001,0.009,0.072,18.6
1999-08-15    09:38:52.0,16,ace,FF,0.039,0,0.004,0.6,12.2,32.5,-331.9,-378.6,-3,-3.3,-21.5,-30.6,RH08,-0.992,0.009,-0.128,406.2,0.6,1.9,0,5.3,5.2,2.2,3.1,3.6,3.9,0.002,0.014,0.128,7.2
1999-08-15    10:33:46.5,3,wind,FF,35.2,45.788,3.03,426.65999999999997,15.5,28.4,-332.8,-375.5,-3.6,2.3,-23.1,-29.4,RH09,-0.989,0.148,-0.028,424.3,0.6,1.5,50.699999999999996,1.4,1.8,1,1.6,1.9,2,0.01,0.067,0.028,8.9
1999-08-22    22:48:59.0,16,ace,FF,0.039,-0.002,0.004,0.6,2.5,4.3,-412.8,-431.5,2.2,-13.7,1.3,12.6,RH08,-0.811,0.559,0.173,356.3,0.3,0.7,0.06,1.8,2.5,2.2,5.8,2.5,1.9,0.013,0.019,0.171,10
1999-08-23    11:30:03.0,16,ace,FF,0.039,-0.002,0.004,0.3,7.2,8.9,-385.6,-410,-13.4,-20,14.5,22.5,RH08,-0.482,-0.529,0.698,314.9,0.6,0.9,4.38,3.8,2.1,2.5,2.4,2.8,2.8,0.025,0.025,0.553,219.1
1999-08-23    12:11:13.5,3,wind,FF,64.311,-18.175,-3.691,805.6800000000001,6.2,9.7,-385.8,-422.2,-21.2,-27.5,5.8,22.4,RH08,-0.997,-0.079,-0.028,491.2,0.2,0.4,22.2,1.1,3.3,1.5,4.8,2.5,3.4,0.001,0.018,0.028,12.7
1999-08-23    14:11:43.5,60,wind,SF,65.038,-17.821,-3.67,848.64,7.2,9.3,-418.5,-439.2,-39.4,2.8,-20.2,21,RH08,-0.968,-0.145,-0.207,439.5,0.2,0.3,62.339999999999996,2.3,6.2,7.5,18.8,5.9,5.5,0.009,0.043,0.204,21.4
1999-08-23    15:41:34.5,3,wind,FF,65.574,-17.555,-3.65,798.24,8.7,11.2,-429.7,-449,-31.1,-36.5,-6.4,-12.1,RH08,-0.995,0.009,-0.095,516.6,0.4,0.4,43.08,3.6,6.3,1.1,1.2,1.7,3.3,0.002,0.013,0.095,26.2
1999-09-12    03:57:55.5,3,wind,FF,33.182,-38.085,-3.9,231.66000000000003,3.7,9.9,-418.5,-493.1,-29.4,-74.3,13.5,47.6,RH08,-0.9,-0.285,0.33,534.9,0.2,0.4,14.64,2.9,6.1,2.9,5.4,3.1,2.5,0.005,0.009,0.317,8
1999-09-15    07:43:46.5,6,wind,FF,66.168,-36.067,-3.04,669.96,2.6,5.1,-516.8,-605.5,-41.6,-59.4,-8.6,45.5,RH08,-0.981,0.147,-0.128,665.5,0.1,0.4,23.76,4.5,5.9,10.7,4.3,16.9,14.6,0.005,0.022,0.128,16.3
1999-09-15    20:08:40.5,24,wind,FF,69.745,-34.766,-2.78,604.0799999999999,2.7,5.3,-545.7,-605.9,-17.6,-43.5,-108.2,-66.9,RH08,-0.816,-0.167,0.553,544.4,0.1,0.2,99.6,2.2,2.6,3.1,3.5,1.9,3.1,0.005,0.012,0.488,12.6
1999-09-22    12:09:25.5,3,wind,FF,83.214,-8.089,1.318,994.86,17,44.7,-368.1,-453.6,40.7,-7.9,56,74.5,RH08,-0.985,-0.148,0.084,510.7,0.7,11.5,75.89999999999999,4.3,12,6,13.1,5.4,10.7,0.002,0.009,0.084,37.2
1999-10-21    01:37:23.0,32,ace,FF,0.035,-0.004,-0.002,0.48,10.4,31.1,-344.1,-421.2,-27.5,-46.3,7.7,45.1,RH08,-0.975,-0.077,0.207,469.1,1.3,2.1,0,3.9,6.7,2.3,1.1,2,7,0.004,0.013,0.204,2.7
1999-10-21    02:20:52.5,3,wind,FF,21.976,-65.39,2.039,287.7,13.4,31.6,-348.1,-427.3,-26.5,-35,2.2,25.6,RH08,-0.981,0.009,0.196,477.3,0.4,5.4,23.94,1.1,5.8,2.6,6.5,4.1,11.4,0.003,0.009,0.193,28.6
1999-10-28    11:26:42.0,16,ace,FF,0.035,-0.003,-0.002,0.48,5.7,9.7,-374.7,-411.9,14.9,-2.5,-17.8,-0.9,RH08,-0.995,-0.096,-0.028,461,0.4,1.4,0,2.9,2.5,6.6,3,2.5,3.8,0.002,0.019,0.028,3.8
1999-11-05    20:03:10.5,9,wind,FF,0.521,-68.156,1.199,340.5,6.1,9.6,-325.7,-353.9,-5.4,-2.4,-18,-37.8,RH08,-0.933,0.295,-0.207,392.6,0.2,0.2,26.16,1.4,1.5,0.6,2.3,2.9,6.2,0.008,0.022,0.204,6.9
1999-11-13    12:13:04.0,16,ace,FF,0.034,0.001,-0.003,0.42,3.4,7.1,-403.8,-453.9,-29.3,-12.3,-5.7,5.4,RH08,-0.993,0.113,0.028,497.8,0.2,0.4,0,1.7,1.9,2.5,6.4,1.7,2.5,0.002,0.015,0.028,9.5
1999-11-13    12:48:58.5,3,wind,FF,23.705,-6.876,14.406,369.71999999999997,2.9,5.4,-407.6,-455.4,-27.4,-3.6,-5.5,1.5,RH08,-0.903,0.394,-0.173,470.3,0.1,0.1,23.34,1.9,1.6,3.4,2.7,2.7,2.1,0.007,0.016,0.171,7
1999-11-19    23:58:39.0,16,ace,FF,0.034,0.002,-0.003,0.42,4.6,6.9,-444.3,-477.9,-3.7,-11.2,-15.6,-6.6,RH08,-0.998,0.009,0.061,549.8,0.3,0.4,0,1.9,2.6,2.6,2.6,1.5,2.8,0.001,0.022,0.061,18.6
1999-12-11    12:02:05.0,16,ace,FF,0.035,0.006,-0.002,0.5399999999999999,3.2,4.5,-440.2,-473.8,-0.7,10.3,-3.3,-51.4,RH08,-0.803,-0.401,0.441,356.3,0.3,0.2,0.06,3.4,3,3,5.7,3.2,3.3,0.02,0.029,0.41,14.6
1999-12-12    15:14:37.0,16,ace,FF,0.035,0.006,-0.002,0.36,0.8,1.8,-362.3,-448.4,-18.4,-63.5,8.3,-49.7,RH08,-0.879,-0.383,-0.285,521.9,0.1,0.3,0.06,15.8,14.9,13.4,4.3,4.9,22.1,0.007,0.011,0.277,3.7
1999-12-12    15:54:28.5,18,wind,FF,-12.624,-56.476,16.222,-132,0.6,2.1,-364.2,-503.7,-23.6,-77.4,12.3,-44.9,RH08,-0.991,-0.026,-0.128,564,0.1,0.4,27.84,7.6,9.5,8,9.1,10.2,39.3,0.004,0.009,0.128,39.9
1999-12-26    21:27:23.0,16,ace,FF,0.036,0.006,0,0.48,3.7,6.6,-368.5,-396.6,-34.3,-79.8,-11.1,-14.6,RH08,-0.909,-0.305,0.285,430.3,0.1,0.2,0.06,1.6,1.4,2.1,3.3,3.2,3.6,0.007,0.012,0.277,5.5
2000-01-11    13:40:26.0,16,ace,FF,0.037,0.005,0.001,0.42,12.4,20.5,-422.5,-467.2,6.8,-21.7,-23.1,-49.5,RH08,-0.976,-0.129,-0.173,544.6,0.8,2.1,0,5.4,9.2,4.2,7.1,12.4,11.7,0.003,0.014,0.171,4.2
2000-01-22    00:22:32.0,20,ace,FF,0.038,0.003,0.003,0.42,6.9,13,-327.6,-345.2,9.5,9.1,-9.9,-51.5,RH08,-0.328,0.032,-0.944,212,0.3,0.8,0.18,0.8,1.8,1.7,2.9,2.2,1.8,0.002,0.016,0.407,1.4
2000-01-27    13:56:40.0,16,ace,FF,0.038,0.002,0.003,0.6,41.5,85.9,-331.4,-367.8,-15.8,-22.7,23.9,44.7,RH08,-0.999,-0.044,-0.017,402.1,1.3,2.9,0,0.6,1.9,1,4.9,0.9,2.8,0.001,0.019,0.017,0.6
2000-01-30    18:44:56.0,16,ace,FF,0.038,0.001,0.003,-0.18,3.8,5.2,-609.9,-671.5,30.3,8.4,17.5,5.7,RH08,0.03,0.171,0.985,-55.7,0.3,0.9,1.0799999999999998,3.4,18.3,7.7,7.4,6.3,22.2,0.008,0.034,303.05,19.6
